assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,adboardid,teamcolor3b,defmentality,powid,rightfreekicktakerid,domesticprestige,genericint2,jerseytype,popularity,teamstadiumcapacity,iscompetitionscarfenabled,cityid,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,trait1vequal,suittypeid,numtransfersin,stanchionflamethrower,captainid,personalityid,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
110975,73,255,255,19994,200,54,1937,255,255,3,-33,0,3,112,Uni. Católica,1,0,75,-1,160104,9,-1,2,4,14118,1,263,15029,1,73,74,73,74,-70,51,74,74,1,1,65,160148,0,151696,35,159983,1,4,75,4,160101,8,110975,286864,2,0,0,160101,1,160148,12,0,0,0,53,3500000,33,74,49,6,-3,160148,159928,7,0,6,352,0,73,75,1066128,74
110976,73,112,19,16000,255,255,1892,5,73,3,-33,60,2,255,Wanderers,1,5,45,-1,160150,5,-1,2,3,22448,1,507,112584,1,69,69,69,69,-71,40,70,70,1,1,68,160172,0,135424,60,160135,1,2,55,5,160135,8,110976,1073408,0,0,0,160066,0,160150,3,0,0,0,42,2400000,51,69,48,6,-3,160150,160150,7,0,2,352,0,70,38,526592,69
110977,73,0,234,10498,0,255,1897,1,0,3,-33,1,2,242,Unión Española,1,1,55,-1,160114,6,-1,2,2,19000,0,226,101097,1,73,73,73,72,-70,57,72,72,1,1,52,160114,1,99464,45,160114,1,2,45,2,160114,6,110977,1066120,0,0,0,160071,0,160114,7,0,0,0,53,1000000,57,73,59,6,-3,160004,160091,7,0,6,352,0,75,41,1073288,72
110980,73,255,255,34495,1,1,1925,215,255,5,-33,0,3,1,CD Viñazur,1,0,66,-1,160087,10,-1,1,5,47347,0,294,15029,0,75,75,75,77,-70,68,75,75,0,0,65,160087,1,299136,75,160034,1,11,65,4,160087,7,110980,168064,1,0,0,160009,1,182879,31,0,0,0,68,7000000,79,75,71,6,-3,160000,160132,7,0,4,352,0,75,55,1082496,77
111019,36,45,235,5383,255,255,1904,0,46,3,-34,93,3,255,Argentinos Jrs.,1,163,48,-1,222417,2,-1,2,3,24380,2,82,101088,1,66,64,66,61,-58,53,65,65,1,1,45,176920,1,266305,51,224317,1,0,57,2,224317,8,111019,1056833,2,0,0,176920,0,222417,1,0,0,0,49,1000000,45,64,57,8,-3,224317,158969,7,0,3,352,0,70,51,526401,61
111022,36,154,1,24996,212,1,1905,1,212,3,-31,154,4,154,Belgrano,1,212,26,-1,284054,5,-1,2,4,57503,2,120,112670,1,70,67,70,64,-64,67,64,64,1,1,34,284054,0,528706,52,284054,0,0,27,2,284054,6,111022,543042,1,0,0,215228,0,284054,0,0,0,0,70,3000000,62,67,42,8,-3,284054,188042,7,0,2,352,0,71,62,543042,64
111035,71,255,255,14000,1,255,1996,1,255,1,18,1,2,1,Lobos,1,1,66,-1,225667,1,-1,2,2,19283,1,390,110152,2,70,66,68,64,-98,69,65,66,1,0,48,225667,0,99328,58,187238,0,0,68,2,225667,5,111035,135168,0,0,0,187722,0,225667,0,0,0,0,67,2000000,72,67,74,9,-5,226468,156423,7,0,1,352,0,69,58,542720,64
111043,39,1,1,2843,255,255,1900,20,1,3,-23,20,3,255,Ponte Preta,1,20,43,-1,282300,3,-1,2,1,17728,1,93,1053,1,69,70,69,70,-47,50,72,72,0,0,42,282300,2,1073489,60,281543,0,0,45,4,230280,6,111043,1073489,2,0,0,282300,0,282300,0,0,0,0,40,1000000,61,70,65,7,-3,282300,230283,7,0,2,352,0,71,40,543057,70
111044,39,84,27,20999,255,255,1909,255,40,4,-25,255,2,255,Coritiba,32,255,48,-1,230251,6,-1,2,3,40502,0,129,1039,1,71,71,71,70,-49,71,70,70,1,1,52,230251,2,90369,46,230464,0,0,70,4,230464,6,111044,1069313,2,0,0,230390,0,230251,1,0,0,0,73,2200000,62,71,80,7,-3,230251,230468,7,0,3,352,0,73,76,1069313,70
111057,39,40,238,9000,1,1,1905,1,30,3,-8,1,2,1,Sport,32,1,48,-1,281548,2,-1,2,4,32983,0,398,1719,1,72,71,72,73,-35,69,70,70,1,0,42,230507,1,1102144,58,230272,1,1,62,4,202069,5,111057,1069376,0,0,0,230272,1,281548,1,0,0,0,73,1460000,72,71,72,7,-3,230507,230459,7,0,3,352,0,73,68,543040,73
111065,33,14,144,154999,102,51,2004,237,26,2,41,207,1,51,Real Salt Lake,1,22,47,-1,210423,7,-1,2,5,20213,1,427,694,1,69,69,71,69,-112,69,68,67,1,0,58,210423,0,1069186,38,210423,1,0,44,4,210423,5,111065,1069186,0,0,0,281182,0,210423,1,0,0,1,71,3660000,68,68,74,5,-7,176270,210423,2,0,4,352,0,71,78,1069186,70
131071,23,11,200,0,150,150,1800,0,27,0,51,0,0,150,World XI,1,0,57,-1,158023,10,-1,2,0,100000,0,12,1318,0,0,0,0,0,7,38,0,0,0,0,49,155862,2,0,50,158023,1,0,56,2,158023,0,111072,0,0,0,0,158023,0,158023,0,0,1,1,65,0,77,0,51,0,1,158023,1,2,0,10,352,0,-1,49,0,0
111082,23,237,255,19998,149,0,1929,255,0,3,54,255,5,69,Arka Gdynia,26,255,45,-1,198036,4,-1,2,3,15139,1,580,111091,1,64,65,64,69,18,36,63,65,1,0,41,198036,1,73732,22,198036,0,2,49,2,179055,4,111082,1049604,0,0,0,234704,1,198036,0,0,0,0,38,7625000,53,65,33,2,2,234882,198036,2,0,3,352,0,68,53,526340,71
111083,23,0,240,3997,1,255,1973,240,5,2,50,215,3,228,Korona Kielce,26,1,43,-1,238005,5,-1,2,2,15500,1,246,1873,1,65,65,66,63,20,39,60,62,1,0,39,197961,1,118800,20,211245,1,0,57,2,211245,2,111083,1066000,1,0,0,189924,0,223870,0,0,0,0,36,1545000,41,65,31,8,2,223870,223870,2,0,2,352,0,68,71,565264,63
111086,23,51,0,7997,15,196,1945,0,153,3,50,83,3,13,Piast Gliwice,26,205,60,-1,182053,6,-1,1,4,9913,1,188,420,1,65,65,65,64,18,52,63,66,1,0,54,182053,1,66592,54,182053,1,0,64,2,182053,5,111086,73760,0,0,0,155422,0,182053,0,0,1,1,52,2500000,34,66,38,7,2,182053,182053,2,0,4,352,0,69,54,1052704,64
111091,23,156,0,14877,255,255,1945,0,73,3,54,64,2,255,Lechia Gdańsk,26,0,60,-1,204078,8,-1,2,3,41620,1,177,110746,1,67,69,67,70,18,39,68,66,1,0,34,204078,1,181400,53,204078,1,1,52,2,204078,4,111091,115864,0,0,0,212130,0,204078,0,0,1,1,39,3375000,54,68,34,7,2,194083,163297,2,0,2,352,0,71,64,1073304,70
111092,23,142,0,5998,255,255,1947,187,80,4,51,10,2,255,Śląsk Wrocław,26,4,46,-1,282308,7,-1,2,4,45105,1,532,1871,1,65,66,65,69,16,38,68,66,1,0,53,222163,1,1052724,51,204381,1,2,63,2,204381,2,111092,1049652,0,0,0,174665,0,282308,2,0,0,0,37,1875000,57,66,37,8,2,282308,148470,2,0,4,352,0,68,57,526388,69
111099,39,230,255,0,80,20,1992,30,52,5,-26,120,5,140,South Africa,1,50,27,-1,225139,10,-1,1,0,94736,1,0,111130,1,72,72,72,71,27,39,71,71,1,0,39,220245,0,1065488,37,225139,1,0,40,2,225139,0,111099,541712,0,0,0,219911,0,222560,0,0,0,0,38,0,58,72,38,0,2,206126,225139,2,0,4,352,0,72,68,295952,71
111108,48,255,255,0,1,255,1922,245,255,2,-12,1,3,1,Peru,1,2,66,-1,204538,10,-1,2,0,50000,0,0,111459,1,72,71,72,73,-77,49,68,68,1,0,70,210951,0,172112,40,210951,0,0,70,2,210951,0,111108,155728,2,0,0,187132,1,210951,0,0,0,0,53,0,56,71,46,0,-5,211124,210951,7,0,3,352,0,71,80,542800,73
111109,23,225,252,0,225,0,1924,200,22,3,10,25,3,75,Colombia,1,1,48,-1,198710,10,-1,1,0,46788,0,0,1369,1,78,79,78,82,-74,66,77,77,1,0,63,198710,0,70032,45,198710,1,0,41,4,198710,0,111109,1053072,0,0,0,198710,0,198710,0,0,0,0,68,0,73,79,71,0,-5,198710,198710,7,0,7,352,0,79,45,132496,82
111112,62,128,255,0,255,255,1960,0,0,10,5,153,3,255,Côte d'Ivoire,1,51,60,-1,216451,10,-1,1,0,40000,1,0,1395,1,78,77,78,77,-4,72,76,76,1,0,35,216451,2,1082656,45,226110,1,0,61,4,216451,0,111112,86304,0,0,0,197853,1,216451,0,0,0,0,70,0,79,77,69,0,0,188428,216451,2,0,6,352,0,77,65,557856,77
111114,39,128,1,0,255,255,1956,1,1,1,24,128,2,255,Saudi Arabia,1,1,44,-1,168883,10,-1,2,0,62685,1,405,111130,0,73,72,73,73,46,66,72,72,0,0,63,168883,1,1082624,68,210202,0,0,42,4,191269,0,111114,1085696,0,0,0,168883,1,168883,0,0,0,0,69,0,73,72,72,0,3,168883,168883,9,0,4,352,0,72,48,542976,73
111130,23,0,210,0,1,1,1921,255,0,4,30,255,8,1,Egypt,1,255,44,-1,209331,10,-1,2,0,75000,0,0,111099,1,71,72,71,79,31,49,69,69,1,0,31,226078,0,557856,64,209331,0,0,58,4,209331,0,111130,1106208,0,0,0,188033,1,209331,0,0,0,0,52,0,31,72,58,0,2,209331,209331,9,0,5,352,0,72,64,1069344,79
111131,48,40,30,939,255,255,1954,34,180,1,54,44,1,255,Finn Harps,1,184,47,-1,217992,2,-1,2,1,4500,0,34,445,2,58,57,58,56,-7,72,56,56,1,0,69,199023,1,1057098,37,219737,1,1,31,2,217992,3,111131,1053002,2,0,0,231674,1,230711,0,0,0,0,66,500000,79,57,61,10,0,199023,217992,2,0,1,352,0,61,37,528714,56
111138,33,223,222,149998,237,133,2010,222,224,1,45,223,1,199,Minnesota United,1,224,29,-1,281602,1,-1,2,2,21895,1,602,693,1,68,67,68,71,-93,36,65,65,1,0,23,217852,2,525312,44,217852,1,0,40,2,217852,3,111138,525312,1,0,0,202170,0,281602,0,0,0,0,40,3660000,55,67,35,5,-6,217852,152828,2,0,1,352,0,70,55,525312,71
111139,33,82,11,174999,12,12,2010,255,160,2,46,255,1,12,Impact Montréal,1,255,44,-1,202467,3,-1,2,4,20801,1,327,111651,1,71,70,71,70,-74,73,70,68,1,0,62,202467,1,1085696,70,225486,0,2,44,2,225486,3,111139,1085696,0,0,0,221619,0,202467,0,0,1,1,71,3660000,72,69,74,5,-5,202467,138699,2,0,4,352,0,72,40,526592,71
111140,33,59,0,267999,17,234,2009,0,14,2,46,59,2,232,Portland Timbers,1,14,46,-1,280554,6,-1,2,5,21144,1,384,111144,1,72,69,72,73,-123,53,67,68,1,0,55,280554,1,1056776,48,236999,1,0,42,2,280554,6,111140,1056776,0,0,0,208372,0,280554,1,0,0,0,51,3660000,55,70,42,5,-8,280554,172114,2,0,3,352,0,74,48,1056776,73
111144,33,198,148,295000,148,0,2007,148,82,3,48,198,1,85,Seattle Sounders,1,82,59,-1,197225,8,-1,1,6,39419,1,440,111140,1,74,72,74,69,-122,36,71,70,1,0,40,211017,1,83016,49,211017,1,4,42,2,197225,4,111144,83016,1,0,1,207675,0,197225,0,0,1,1,40,3660000,50,71,40,5,-8,211017,155897,2,0,4,352,0,72,70,83016,66
111235,34,32,1,16841,28,218,2007,255,91,2,48,255,2,41,Heidenheim,1,255,66,-1,211952,6,-1,2,2,15000,1,214,110178,1,69,68,69,66,10,53,69,69,1,0,32,211952,1,155698,52,203309,1,0,52,2,211952,3,111235,155698,2,0,0,199305,0,211952,0,0,0,0,50,2000000,60,68,56,7,1,183565,211703,2,0,1,352,0,71,62,1073202,66
111239,34,1,225,25373,1,1,2004,255,25,4,48,255,5,1,Ingolstadt,18,255,67,-1,202107,7,-1,2,3,15800,1,227,100409,1,71,72,71,71,11,53,69,69,1,0,40,205188,1,73728,50,202107,1,0,60,2,202107,1,111239,155648,1,0,0,199661,0,205188,0,0,0,1,53,4500000,70,72,56,6,1,199661,202107,2,0,2,352,0,75,70,282624,71
111264,39,1,1,19999,26,234,1930,255,1,1,56,80,6,150,FC Ural,1,0,48,-1,202475,5,-1,2,2,10000,1,151,110234,1,69,67,69,67,60,50,63,65,1,0,47,202475,2,1056896,31,205954,1,0,47,2,202475,5,111264,1056896,2,0,0,205954,0,202475,0,0,0,0,49,4666000,47,68,47,6,5,210574,208737,2,0,2,352,0,72,31,526464,67
111285,48,105,65,774,255,255,1937,73,225,3,52,110,2,255,Limerick FC,1,208,47,-1,204854,2,-1,1,3,5000,0,630,422,2,57,56,57,57,-8,73,54,56,0,0,62,204854,2,74002,38,189810,1,2,54,2,204854,2,111285,1052946,1,0,0,189810,0,204854,2,0,0,0,73,525000,72,57,64,4,0,206200,204854,2,0,1,352,0,60,38,1052946,57
111327,73,93,39,11999,1,1,1947,99,168,2,-36,153,2,1,CD Huachipato,1,228,43,-1,160217,5,-1,2,2,10500,1,474,112534,1,71,71,71,70,-73,53,71,71,0,0,40,160217,1,1073480,56,202968,1,0,62,4,202968,7,111327,1073480,1,0,0,159953,0,160217,2,0,0,0,49,3100000,40,71,62,4,-3,160217,160128,7,0,3,352,0,73,76,543048,70
111328,73,255,255,10499,100,20,1920,238,255,2,-33,46,1,141,CD Palestino,1,36,48,-1,160190,6,-1,2,1,8000,0,256,101097,1,68,67,68,65,-70,53,66,66,1,1,60,160190,0,303360,80,160190,0,2,54,2,160190,6,111328,1089792,2,0,0,160095,0,160190,2,0,0,0,53,900000,60,67,54,7,-3,204071,160190,7,0,3,352,0,68,50,542976,65
111339,39,51,51,44000,255,255,1921,200,153,2,41,0,3,255,Kasimpaşa,37,0,75,-1,222225,4,-1,2,4,14234,1,231,101014,1,70,71,72,71,28,53,70,70,1,0,35,222225,1,184704,65,167753,1,0,65,4,167753,4,111339,303488,2,0,0,167753,0,222225,0,0,0,1,53,5000000,60,70,51,8,2,167753,222225,9,0,3,352,0,72,35,559488,71
111340,39,125,2,12000,1,1,1970,255,9,2,38,253,3,1,Akhisarspor,1,2,43,-1,200713,5,-1,2,1,16597,1,301,111339,1,69,71,70,72,27,49,72,70,1,0,56,200713,2,295984,69,200713,1,0,35,2,200713,1,111340,1089584,0,0,0,199789,0,200713,0,0,0,1,52,2750000,56,70,35,8,2,200713,200713,9,0,2,352,0,72,39,559152,74
111379,65,0,240,4169,1,1,1994,255,0,2,49,255,2,1,S. Großaspach,1,255,26,-1,223767,4,-1,2,1,10001,1,643,550,1,64,64,64,64,9,52,66,66,1,0,23,238682,1,1056776,57,238686,1,0,26,2,238686,4,111379,532488,2,0,0,238682,0,238682,0,0,0,0,50,500000,34,64,43,5,1,238682,238682,2,0,1,352,0,68,57,528392,64
111393,39,1,255,7999,9,252,2003,229,1,1,-34,25,2,210,Adelaide United,35,55,67,-1,282777,7,-1,1,2,16500,1,5,111397,2,64,64,64,64,138,40,65,65,1,0,35,282712,0,132130,39,210429,0,0,55,2,282777,7,111393,132130,2,0,0,199431,0,282777,1,0,0,0,40,2000000,35,64,35,5,9,282712,203024,2,0,5,352,0,70,35,132130,64
111395,39,118,244,10909,1,1,2005,251,36,3,-27,82,1,1,Brisbane Roar,35,0,66,-1,229968,8,-1,2,1,52500,1,75,111400,2,64,66,64,69,153,53,67,67,1,0,66,204248,0,139400,46,229968,1,0,66,4,229968,6,111395,139400,0,0,0,150106,0,229968,3,0,0,0,49,2000000,35,66,42,5,10,204248,138336,2,1,5,352,0,68,46,139400,69
111396,39,210,255,5498,155,0,2004,255,0,1,-33,196,3,82,Central Coast,35,35,47,-1,212737,5,-1,1,2,20059,1,190,111398,2,65,64,65,64,151,42,63,63,1,0,55,212737,1,1056768,40,212737,1,0,49,4,212737,4,111396,1052672,0,0,0,186453,0,212737,1,0,0,0,40,2000000,47,64,48,5,10,212737,212737,2,0,5,352,0,70,55,542720,64
111397,39,46,3,14499,255,255,2004,137,94,1,-37,148,1,255,Melb. Victory,35,152,45,-1,172208,10,-1,2,5,30050,1,311,111400,0,69,66,69,66,144,52,65,65,1,0,39,172208,1,172040,67,172208,1,0,53,2,172208,5,111397,1089544,0,0,0,149270,1,172208,3,0,0,0,50,2000000,39,66,53,5,10,172208,172208,2,0,4,352,0,69,57,1056776,66
111398,39,86,2,9609,39,193,2000,207,155,1,-32,173,10,45,Newcastle Jets,35,99,37,-1,173765,2,-1,2,2,33000,1,341,111396,0,63,62,63,63,151,40,62,62,1,0,50,173765,1,1082689,55,173765,1,0,53,2,202208,2,111398,526657,2,0,0,181477,0,173765,1,0,0,0,38,2000000,35,62,60,5,10,202208,173765,2,0,1,352,0,66,60,526657,63
111399,39,40,93,8498,255,255,1995,90,130,2,-31,50,2,255,Perth Glory,35,110,45,-1,182442,7,-1,2,1,20500,1,376,111766,0,66,64,66,70,115,50,64,64,1,0,62,202676,0,1066304,40,182442,1,0,54,2,182442,3,111399,1073472,0,0,0,209210,1,182442,0,0,0,0,53,2000000,62,64,54,5,8,202676,147006,2,0,1,352,0,66,80,526656,70
111400,39,200,140,12499,107,5,2004,255,255,2,-33,255,1,62,Sydney FC,35,255,67,-1,183564,10,-1,2,4,45500,1,472,112427,2,69,67,69,68,151,39,68,68,1,0,55,183564,1,73744,39,280593,1,0,55,2,280593,5,111400,148496,0,0,0,185170,0,183564,3,0,0,1,40,2000000,35,67,35,5,10,152814,209359,2,0,2,352,0,69,65,526352,68
111434,6,28,237,10000,133,128,1903,237,36,3,45,28,2,130,Cremona,1,36,75,-1,182343,4,-1,2,4,20641,1,650,190,1,68,69,68,67,10,39,68,68,1,0,42,282546,1,1056768,31,237317,1,0,72,2,237317,6,111434,263168,0,0,0,239478,0,182343,0,0,0,0,37,1500000,32,69,32,6,1,282546,177960,2,0,1,352,0,68,32,526336,67
111451,6,136,0,0,255,255,1925,12,55,2,-16,144,3,255,Bolivia,1,88,44,-1,181375,10,-1,2,0,45143,0,0,111459,1,67,67,67,71,-68,53,66,66,1,0,70,181375,1,1073152,52,211338,1,0,46,4,211338,0,111451,1073152,2,0,0,212094,0,181375,0,0,0,0,50,0,70,67,46,0,-4,181375,176474,7,0,1,352,0,67,72,542720,71
111455,48,1,255,0,255,255,1912,1,1,10,43,1,10,255,Canada,1,1,29,-1,189462,10,-1,2,0,30000,1,0,1387,1,69,67,69,68,-79,71,66,66,1,0,31,189462,1,544836,60,189462,1,0,24,5,189462,0,111455,542788,0,0,0,155277,0,189462,0,0,0,0,68,0,70,67,50,0,-5,189462,189462,2,0,2,352,0,67,70,542788,68
111459,39,0,255,0,128,0,1910,255,0,3,-33,255,2,64,Chile,1,255,68,-1,160087,10,-1,2,0,46000,1,354,111108,1,75,75,75,76,-70,38,75,75,1,0,35,159978,1,135344,44,159978,1,0,55,4,159978,0,111459,132272,0,0,0,159906,1,160087,0,0,0,0,40,0,45,75,35,0,-3,160148,160087,7,0,7,352,0,75,45,1049776,76
111465,6,225,255,0,155,1,1925,218,0,2,0,12,3,55,Ecuador,1,24,58,-1,187457,10,-1,2,0,35742,0,0,111108,1,76,74,76,74,-78,53,71,71,1,0,48,175254,1,122880,78,223053,1,0,50,4,223053,0,111465,122880,0,0,0,204406,1,187457,0,0,0,0,51,0,70,74,32,0,-5,175254,175253,7,0,5,352,0,74,78,542720,74
111466,39,1,1,0,255,255,1937,255,255,3,28,128,5,255,India,1,1,33,-1,190939,10,-1,1,0,60000,0,0,1415,1,58,60,58,63,77,51,58,58,0,0,37,231933,1,135424,49,280734,1,0,37,2,280734,0,111466,1057024,1,0,0,190939,0,190939,0,0,0,0,35,0,55,60,53,0,6,190939,217225,2,0,1,352,0,60,36,526592,63
111473,39,255,255,0,1,1,1922,229,255,2,-41,230,2,1,New Zealand,1,229,74,-1,169447,10,-1,1,0,34500,1,0,1415,1,64,67,64,72,174,70,65,65,1,0,50,169447,0,1056768,40,169447,0,0,80,2,169447,0,111473,266240,1,0,0,176285,0,169447,0,0,0,0,69,0,69,67,76,0,12,192123,169447,2,0,2,352,0,67,40,266240,72
111487,23,211,244,0,193,0,1926,239,55,2,10,65,3,137,Venezuela,1,56,26,-1,191053,10,-1,2,0,37485,0,0,111109,1,71,73,71,76,-64,68,72,72,1,0,21,191053,1,299328,52,191053,1,0,34,4,191053,0,111487,526656,0,0,0,191053,0,191053,0,0,0,0,71,0,62,73,62,0,-4,189250,191053,7,0,2,352,0,73,52,526656,76
111560,70,4,226,2501,10,10,1922,250,26,5,50,250,3,10,Excel Mouscron,1,250,26,-1,229010,2,-1,2,1,11300,2,332,100081,2,64,67,65,64,3,67,68,66,2,0,27,229010,1,1052672,47,229010,0,0,40,2,229010,6,111560,526336,0,0,0,122649,0,229010,0,0,0,0,69,1000000,77,65,57,5,1,221274,229010,2,0,1,352,0,69,47,526336,67
111575,35,1,204,18196,255,255,1992,1,1,5,35,1,5,255,Urawa Reds,1,1,58,-1,217639,9,-1,2,7,62010,1,550,112093,1,69,69,69,68,139,40,70,70,2,1,36,217639,1,66720,25,217639,1,6,62,4,217639,3,111575,66720,2,0,0,217639,0,217639,5,0,0,0,36,8000000,46,69,36,1,9,225755,217639,4,0,5,352,0,71,46,139424,68
111592,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,Free Agents,1,0,50,-1,1,5,-1,0,5,0,2,0,1,2,0,0,0,0,0,50,0,0,2,0,50,1,1,0,50,1,0,0,50,2,1,5,111592,0,0,0,2,1,1,1,0,0,0,0,50,0,50,0,50,5,0,1,1,2,0,5,352,0,68,50,0,0
66172,38,97,0,0,255,255,1996,0,161,0,41,97,0,255,MLS All Stars,1,161,55,154,184431,10,-1,2,0,61500,2,115,243,2,79,78,79,79,-37,50,72,72,2,0,65,121944,1,0,50,121944,0,0,55,2,121944,0,111596,0,0,0,2,121944,1,184431,0,0,0,0,65,0,65,78,50,0,-5,184431,184431,2,0,10,352,0,-1,50,0,79
111651,33,0,240,279998,255,255,2006,68,0,2,44,84,2,255,Toronto FC,1,97,74,-1,189508,3,-1,2,5,30000,1,486,111139,1,70,71,71,74,-79,38,69,69,1,0,62,280695,0,296096,51,189508,1,4,72,4,280695,2,111651,296096,1,0,0,164529,0,189508,0,0,1,1,37,3660000,52,70,32,5,-5,221502,184431,2,0,4,352,0,72,52,296096,75
111657,6,255,255,35000,164,29,1928,255,0,3,41,255,3,93,Frosinone,9,0,27,-1,201313,7,-1,2,4,16125,1,170,199,1,66,69,66,72,13,39,70,70,1,0,35,201313,0,541956,52,224315,1,0,31,2,224314,4,111657,558340,1,0,0,224314,0,201313,0,0,0,0,38,3000000,43,69,33,7,1,201313,149572,2,0,2,352,0,68,43,542980,72
111674,43,1,1,6329,255,255,1947,255,1,1,24,128,4,255,Al Shabab,39,1,50,-1,220895,7,-1,2,4,62685,1,405,112139,0,66,65,66,68,46,55,64,67,0,0,50,208974,1,69633,50,220895,0,3,54,5,208974,7,111674,1056769,1,0,0,191847,0,232111,6,0,0,1,62,2500000,66,66,69,4,3,232111,232111,9,0,6,352,0,69,70,526337,67
111678,71,28,237,61000,1,1,2007,255,36,1,32,255,2,1,Tijuana,24,255,49,-1,188955,5,-1,2,5,27333,1,481,110781,2,71,71,71,76,-116,70,70,71,1,0,35,188955,0,69664,49,198749,1,0,55,2,219879,5,111678,1052704,1,0,0,215162,1,188955,1,0,0,0,66,8000000,65,71,65,5,-8,188955,226797,7,0,6,352,0,72,49,1052704,76
111706,36,58,1,19000,138,1,1921,250,138,2,-32,250,3,58,Godoy Cruz,1,250,74,-1,211269,5,-1,2,2,42500,2,189,111713,1,68,69,68,70,-68,49,67,67,1,1,61,204385,1,139528,31,211269,1,0,71,2,232515,5,111706,270600,1,0,0,204385,0,211269,0,0,0,0,49,2500000,56,69,37,7,-3,204385,211269,7,0,4,352,0,73,31,526600,70
111708,36,255,255,5999,241,98,1902,255,255,1,-26,255,5,188,Atlético Tucumán,1,255,63,-1,227274,2,-1,1,3,32700,2,423,111713,1,67,69,67,69,-65,58,69,69,1,1,60,227274,0,1106184,51,227274,0,0,64,4,227274,1,111708,1073416,0,0,0,215015,0,227274,0,0,0,0,58,750000,70,69,61,9,-3,227274,192906,7,1,1,352,0,72,65,542984,69
111710,36,216,249,11500,51,5,1935,255,5,3,-34,255,2,114,Defensa,1,255,59,-1,214988,5,-1,2,3,18000,2,164,110394,1,67,68,67,67,-58,36,68,68,1,1,50,216036,0,66688,44,216036,0,0,60,4,216036,4,111710,66688,1,0,0,223249,0,214988,0,0,0,1,40,1800000,50,68,40,7,-3,216036,222124,7,0,2,352,0,72,50,1049728,67
111711,36,255,255,19010,8,251,1908,255,255,3,-34,255,3,5,Huracán,1,255,26,-1,280639,6,-1,2,4,48314,2,82,1013,1,71,71,71,73,-58,71,70,70,1,1,38,280639,1,575744,52,280639,0,1,33,2,226376,4,111711,526592,0,0,0,226379,1,280639,5,0,0,0,69,3000000,62,71,62,8,-3,224100,142756,7,0,5,352,0,73,52,526592,73
111713,36,145,1,4999,1,1,1907,255,60,2,-31,255,3,1,San Martín,1,255,27,-1,232345,3,-1,2,1,24000,2,421,111706,1,64,66,64,61,-68,40,68,68,1,1,23,232345,1,99328,52,215004,0,0,24,4,227803,3,111713,558080,0,0,0,226757,0,232345,0,0,0,0,38,500000,33,66,33,10,-3,232345,143107,7,0,1,352,0,69,33,532480,61
111715,36,51,11,21999,37,210,1902,11,123,2,-34,51,3,1,Tigre,1,123,45,-1,281493,5,-1,1,3,26282,2,514,101088,1,70,69,70,71,-58,69,68,68,1,1,34,281493,2,1082624,44,215249,1,0,48,4,281493,6,111715,1052928,2,0,0,215178,1,281493,0,0,0,0,67,2500000,64,69,78,8,-3,280630,186745,7,0,4,352,0,73,44,1052928,71
111716,36,255,255,7998,21,200,1907,255,255,3,-31,255,2,30,Unión,1,255,43,-1,167329,6,-1,2,3,26000,2,431,110406,1,65,66,65,64,-60,53,66,66,1,1,65,228961,1,1105968,69,228961,0,0,63,4,228961,5,111716,1105968,1,0,0,217203,0,167329,0,0,0,0,52,1250000,65,66,63,8,-3,226811,167329,7,0,2,352,0,71,69,575536,64
111722,74,9,156,9000,1,255,1954,156,19,4,4,9,2,255,Deportes Tolima,1,19,43,-1,199964,6,-1,2,3,30000,2,224,112528,1,68,69,68,73,-75,51,71,68,1,1,63,199964,1,90134,65,199964,1,1,51,2,199964,4,111722,1105942,2,0,0,214021,0,199964,1,0,0,0,53,1800000,63,69,51,8,-5,214379,199964,7,0,4,352,0,69,65,575510,73
111723,74,40,188,4499,133,57,1949,255,38,1,1,200,4,49,Deportivo Pasto,1,1,47,-1,176608,5,-1,2,2,20665,2,422,101106,1,65,66,67,68,-77,42,66,67,1,1,51,212332,1,132096,51,176608,1,0,38,5,176608,3,111723,66560,1,0,0,214004,0,176608,1,0,0,0,63,1500000,39,66,37,3,-5,212332,176608,7,0,2,352,0,69,55,69632,69
111730,35,204,153,14000,1,1,1996,255,255,3,35,255,3,1,Kawasaki-F,1,255,46,-1,233147,7,-1,2,4,26827,0,548,101150,1,69,70,71,69,139,49,68,68,1,0,51,233147,1,106624,35,233147,1,0,39,4,187550,4,111730,1056896,2,0,0,233147,0,233147,0,0,0,0,53,4200000,51,69,39,5,9,221201,180754,4,0,5,352,0,70,35,1052800,74
