growthdate,injurydate,initialcurveoffset,playerid,injuryduration
9144,0,-22,232566,0
7294,0,50,232567,0
8126,0,327,281807,0
9125,0,-4,232570,0
9144,0,86,232571,0
8926,0,-33,232573,0
8958,0,215,284459,0
9125,0,52,232575,0
8926,0,-10,232577,0
9140,0,15,232578,0
8709,0,-24,232579,0
9145,0,95,232580,0
9127,0,33,232581,0
8542,0,313,282784,0
8126,0,298,281806,0
8729,0,-1,232585,0
9125,0,40,232586,0
9125,0,-6,232590,0
9144,0,-13,232594,0
8910,0,-43,232595,0
9144,0,20,232596,0
9149,0,4,232597,0
8126,0,320,281805,0
9148,0,74,232599,0
9143,0,-6,232600,0
8958,0,341,284488,0
9127,0,-1,232608,0
8296,0,46,232609,0
9122,0,-18,232610,0
8958,0,345,284458,0
9128,0,7,232613,0
9128,0,-29,232614,0
9128,0,-6,232617,0
8542,0,357,283058,0
9145,0,6,232620,0
9124,0,2,232621,0
9149,0,-4,232622,0
9149,0,68,232623,0
9131,0,-15,232625,0
9149,0,-5,232626,0
9149,0,-16,232627,0
9149,0,-24,232629,0
9149,0,-76,232631,0
9149,0,-5,232632,0
9142,0,12,232634,0
9149,0,28,232635,0
9149,0,36,232636,0
9149,0,4,232638,0
9149,0,53,232639,0
8126,0,336,281804,0
9129,0,33,232641,0
9128,0,52,232643,0
9134,0,-16,232644,0
9134,0,-27,232645,0
9134,0,30,232646,0
9143,0,-23,232650,0
9126,0,-9,232654,0
9142,0,-28,232655,0
9149,0,91,232656,0
8958,0,290,283449,0
9136,0,18,232659,0
9146,0,5,232661,0
9121,0,26,232665,0
9144,0,71,232667,0
9144,0,34,232668,0
9132,0,65,232669,0
9124,0,-1,232670,0
9125,0,22,232671,0
9136,0,-2,232672,0
9137,0,-17,232673,0
9137,0,49,232675,0
9143,0,0,232676,0
9139,0,7,232677,0
9143,0,8,232678,0
8481,0,-8,232680,0
9139,0,6,232682,0
9143,0,-1,232683,0
9131,0,3,232684,0
8958,0,352,284457,0
9143,0,9,232686,0
8716,0,15,232687,0
9126,0,0,232688,0
8299,0,48,232691,0
9136,0,-4,232692,0
9140,0,75,232693,0
7472,0,37,232695,0
9143,0,-11,232696,0
9125,0,-8,232697,0
9141,0,271,281513,0
9125,0,25,232700,0
9143,0,19,232704,0
8958,0,353,284456,0
9126,0,42,232708,0
9129,0,-30,232709,0
9144,0,9,232711,0
9144,0,41,232712,0
9144,0,-16,232713,0
8958,0,296,284455,0
9131,0,-59,232715,0
8542,0,286,283057,0
8126,0,294,281803,0
8958,0,266,284454,0
9131,0,-2,232723,0
8958,0,335,284453,0
8542,0,334,283056,0
9139,0,12,232728,0
9147,0,51,232730,0
8126,0,364,281802,0
7883,0,18,232733,0
8503,0,-14,232736,0
9138,0,240,284452,0
8488,0,206,281801,0
9143,0,-4,232741,0
8126,0,311,281800,0
8958,0,402,284451,0
8706,0,55,232744,0
8734,0,86,232746,0
9147,0,-7,232747,0
9122,0,16,232748,0
9122,0,13,232749,0
7294,0,37,232750,0
8126,0,340,281799,0
8958,0,338,284450,0
9135,0,23,232754,0
9139,0,-11,232755,0
9126,0,24,232756,0
9126,0,-13,232757,0
9129,0,49,232759,0
9131,0,21,232760,0
8296,0,47,232761,0
9136,0,9,232762,0
9122,0,2,232768,0
9134,0,7,232770,0
9122,0,-6,232772,0
8706,0,-5,232775,0
9131,0,28,232776,0
9122,0,-6,232779,0
9122,0,-20,232782,0
9150,0,1,232785,0
9134,0,15,232786,0
9136,0,-30,232787,0
9122,0,4,232788,0
9150,0,0,232790,0
8958,0,276,284449,0
9150,0,-12,232793,0
9144,0,-29,232797,0
9122,0,-1,232798,0
9138,0,-16,232800,0
9124,0,-13,232801,0
9150,0,-6,232803,0
8726,0,-22,232804,0
9122,0,24,232805,0
9150,0,20,232810,0
9150,0,-9,232811,0
9124,0,40,232816,0
9143,0,2,232820,0
8311,0,24,232821,0
9143,0,-87,232822,0
9143,0,18,232823,0
9143,0,0,232824,0
9129,0,0,232826,0
9143,0,0,232829,0
9137,0,39,232831,0
9134,0,-35,232832,0
9149,0,2,232836,0
9127,0,-11,232840,0
9147,0,2,232841,0
9129,0,52,232843,0
8731,0,12,232846,0
7294,0,44,232848,0
9126,0,36,232849,0
9125,0,-24,232850,0
8958,0,345,284448,0
9149,0,4,232852,0
9131,0,-4,232853,0
9149,0,19,232854,0
9149,0,18,232855,0
9149,0,-7,232857,0
9149,0,-8,232859,0
9149,0,6,232860,0
9149,0,4,232861,0
9140,0,-38,232862,0
8922,0,38,232869,0
9121,0,46,232870,0
9144,0,47,232871,0
9146,0,42,232872,0
9146,0,38,232873,0
8542,0,317,283055,0
9146,0,-4,232875,0
9146,0,-30,232876,0
9146,0,-34,232878,0
9146,0,0,232879,0
9146,0,0,232880,0
9146,0,40,232882,0
9121,0,-1,232883,0
9135,0,-6,232884,0
9146,0,-14,232887,0
9128,0,-7,232892,0
7710,0,271,280710,0
9145,0,53,232894,0
8712,0,-16,232896,0
9128,0,82,232898,0
8713,0,-6,232900,0
9139,0,54,232901,0
9133,0,32,232904,0
8291,0,8,232905,0
9144,0,-23,232906,0
8958,0,337,284447,0
9122,0,-27,232908,0
9145,0,8,232909,0
9143,0,-9,232910,0
9145,0,-6,232916,0
9145,0,2,232919,0
9132,0,12,232920,0
8921,0,-3,232922,0
8126,0,235,281798,0
9145,0,25,232926,0
8923,0,-61,232928,0
9145,0,0,232929,0
9145,0,-40,232931,0
9145,0,-6,232932,0
8958,0,323,284446,0
9139,0,-5,232939,0
7294,0,35,232942,0
9132,0,43,232943,0
9145,0,43,232944,0
8487,0,58,232945,0
9144,0,-7,232946,0
9133,0,6,232949,0
9144,0,-12,232951,0
9144,0,47,232952,0
8542,0,385,283054,0
9144,0,79,232955,0
9146,0,-25,232963,0
9133,0,8,232968,0
9133,0,-4,232969,0
9133,0,-23,232970,0
8493,0,23,232974,0
7710,0,316,280709,0
7885,0,38,232977,0
8958,0,432,284445,0
7710,0,391,280708,0
9133,0,3,232981,0
9133,0,-3,232982,0
7710,0,310,280707,0
8301,0,22,232987,0
8126,0,376,281797,0
9133,0,-20,232990,0
8488,0,-36,232991,0
8126,0,313,281796,0
9133,0,12,232993,0
9133,0,3,232995,0
9128,0,5,232997,0
9128,0,92,232999,0
9134,0,-17,233003,0
9134,0,14,233004,0
9131,0,39,233012,0
9131,0,-4,233014,0
9135,0,-19,233016,0
9131,0,116,233017,0
9139,0,72,233018,0
9151,0,55,233027,0
9125,0,-7,233029,0
9136,0,16,233030,0
9124,0,15,233031,0
9125,0,14,233033,0
9134,0,9,233034,0
9122,0,-51,233037,0
9149,0,31,233040,0
9122,0,-6,233043,0
9131,0,61,233045,0
9125,0,-11,233053,0
7472,0,46,233055,0
9128,0,24,233057,0
9136,0,59,233058,0
9138,0,19,233061,0
9124,0,1,233062,0
9139,0,59,233064,0
7901,0,12,233065,0
8297,0,9,233068,0
8916,0,3,233074,0
9125,0,-21,233075,0
9127,0,-29,233077,0
9132,0,37,233079,0
9139,0,149,233083,0
9138,0,64,233084,0
7877,0,10,233085,0
8958,0,271,284022,0
9133,0,48,233089,0
9126,0,22,233090,0
9124,0,35,233092,0
9143,0,58,233096,0
9123,0,112,233097,0
9141,0,69,233098,0
9141,0,10,233101,0
8501,0,46,233105,0
9129,0,285,283773,0
9145,0,42,233113,0
9137,0,22,233114,0
9124,0,22,233115,0
9123,0,-16,233116,0
9136,0,-31,233118,0
9146,0,-17,233121,0
9123,0,22,233125,0
9126,0,16,233127,0
9130,0,-24,233128,0
9122,0,119,233132,0
9148,0,69,233135,0
8958,0,327,284444,0
9149,0,45,233139,0
9131,0,0,233140,0
9127,0,-12,233141,0
8958,0,209,284443,0
9127,0,0,233145,0
8507,0,-15,233146,0
8711,0,27,233147,0
8501,0,-18,233148,0
8126,0,302,281795,0
9127,0,-9,233151,0
9127,0,55,233152,0
7294,0,31,233156,0
9136,0,-8,233157,0
8314,0,37,233158,0
9138,0,-18,233161,0
9138,0,-50,233162,0
9131,0,35,233164,0
9131,0,60,233165,0
9127,0,13,233168,0
9137,0,0,233178,0
9145,0,0,233181,0
8296,0,47,233184,0
9130,0,8,233188,0
9149,0,4,233189,0
9126,0,-6,233195,0
9124,0,36,233201,0
8915,0,-6,233202,0
9132,0,-24,233205,0
9149,0,-26,233207,0
9142,0,27,233212,0
9142,0,108,233213,0
9132,0,17,233214,0
9137,0,55,233216,0
9142,0,-10,233218,0
9149,0,43,233219,0
9126,0,-69,233222,0
9134,0,-24,233223,0
9139,0,30,233224,0
8711,0,18,233225,0
9124,0,22,233226,0
9137,0,123,233228,0
9129,0,53,233230,0
9144,0,1,233231,0
9147,0,13,233241,0
9146,0,6,233250,0
9133,0,-60,233252,0
9126,0,-14,233254,0
9143,0,56,233260,0
9140,0,-41,233262,0
9140,0,51,233263,0
9128,0,70,233265,0
9130,0,-27,233267,0
9139,0,-40,233269,0
9142,0,-64,233275,0
9122,0,67,233276,0
9128,0,35,233279,0
8904,0,-29,233280,0
9128,0,6,233282,0
9128,0,-26,233283,0
9128,0,5,233284,0
9128,0,0,233285,0
9148,0,15,233288,0
9138,0,50,233289,0
9143,0,-74,233290,0
9122,0,-16,233293,0
9139,0,76,233301,0
9126,0,-27,233304,0
9137,0,40,233305,0
9132,0,-37,233306,0
9143,0,70,233308,0
9121,0,-6,233310,0
9127,0,17,233314,0
9151,0,-14,233324,0
8714,0,58,233329,0
9139,0,-30,233365,0
8711,0,-32,233366,0
9127,0,-60,233367,0
9142,0,-10,233369,0
9142,0,-17,233372,0
9142,0,55,233374,0
9123,0,-3,233375,0
9123,0,-49,233377,0
9129,0,100,233383,0
8904,0,139,233386,0
9145,0,37,233396,0
9135,0,48,233397,0
9133,0,-37,233398,0
9144,0,25,233400,0
8715,0,-25,233401,0
9148,0,23,233403,0
9148,0,23,233404,0
9148,0,24,233409,0
8958,0,361,284487,0
9123,0,127,233411,0
9138,0,50,233413,0
9147,0,-31,233416,0
9139,0,49,233419,0
9128,0,121,233423,0
9139,0,-31,233426,0
9132,0,9,233432,0
9125,0,23,233435,0
9122,0,18,233437,0
9136,0,-11,233443,0
9139,0,0,233445,0
8725,0,11,233446,0
8727,0,-18,233457,0
9124,0,3,233458,0
9143,0,40,233459,0
8917,0,-46,233463,0
9141,0,132,233466,0
9138,0,-35,233467,0
8922,0,-47,233470,0
9123,0,-24,233472,0
9137,0,31,233476,0
9136,0,-6,233477,0
9131,0,-15,233478,0
9137,0,-33,233481,0
8491,0,-11,233483,0
9142,0,15,233484,0
9144,0,10,233486,0
9122,0,99,233493,0
9145,0,42,233499,0
9130,0,63,233500,0
9133,0,-5,233504,0
9127,0,48,233508,0
9143,0,-1,233509,0
9128,0,9,233512,0
9122,0,50,233514,0
9126,0,-7,233518,0
9126,0,-44,233519,0
9137,0,7,233520,0
9144,0,94,233523,0
9149,0,-16,233524,0
9144,0,-31,233526,0
9150,0,77,233528,0
9147,0,25,233531,0
9125,0,23,233534,0
9138,0,-41,233543,0
9122,0,-9,233550,0
9147,0,-34,233551,0
9147,0,-16,233552,0
9135,0,-39,233556,0
9142,0,76,233560,0
9140,0,-1,233562,0
9135,0,-6,233564,0
9135,0,50,233568,0
9149,0,-15,233572,0
8918,0,-21,233575,0
8707,0,-47,233581,0
9132,0,33,233587,0
8707,0,66,233588,0
8705,0,-34,233591,0
9132,0,-38,233592,0
9122,0,5,233598,0
8711,0,2,233600,0
9139,0,14,233601,0
9130,0,68,233602,0
9146,0,2,233603,0
9148,0,30,233608,0
8092,0,51,233616,0
9146,0,35,233627,0
8912,0,46,233628,0
9150,0,-2,233629,0
9142,0,7,233631,0
9149,0,-69,233633,0
8728,0,45,233639,0
8908,0,95,233642,0
9123,0,16,233643,0
9124,0,-55,233646,0
9132,0,-48,233655,0
9130,0,28,233660,0
9131,0,39,233665,0
9147,0,50,233669,0
9128,0,22,233670,0
9149,0,22,233678,0
9141,0,-44,233689,0
9133,0,61,233690,0
9136,0,-25,233691,0
9142,0,57,233699,0
9144,0,7,233702,0
9151,0,22,233707,0
9136,0,20,233708,0
9127,0,-28,233712,0
9136,0,55,233727,0
9143,0,18,233728,0
9143,0,-34,233729,0
9147,0,-47,233730,0
9143,0,136,233731,0
9130,0,45,233732,0
9149,0,-17,233734,0
9130,0,-18,233736,0
9144,0,61,233738,0
9126,0,130,233740,0
9140,0,-20,233742,0
9136,0,45,233743,0
9122,0,33,233760,0
9130,0,102,233763,0
9128,0,27,233767,0
9142,0,-11,233772,0
9138,0,54,233777,0
9134,0,40,233780,0
9124,0,35,233781,0
9149,0,34,233785,0
9138,0,37,233791,0
9144,0,1,233794,0
9135,0,80,233795,0
9147,0,24,233799,0
9122,0,-4,233802,0
9122,0,-24,233804,0
9136,0,-18,233808,0
9136,0,11,233809,0
9127,0,98,233810,0
9122,0,63,233811,0
9149,0,26,233812,0
9122,0,43,233815,0
9132,0,-8,233818,0
9141,0,-15,233820,0
9144,0,-29,233824,0
9136,0,-3,233825,0
9133,0,-24,233828,0
9133,0,-8,233829,0
9139,0,-22,233832,0
9137,0,55,233840,0
9130,0,24,233841,0
9132,0,23,233851,0
9132,0,109,233866,0
9150,0,53,233880,0
9139,0,180,233882,0
9133,0,29,233884,0
9149,0,7,233885,0
9136,0,77,233892,0
9151,0,39,233895,0
9140,0,6,233897,0
9127,0,31,233911,0
9142,0,56,233912,0
9123,0,-10,233915,0
9138,0,13,233916,0
9135,0,-38,233917,0
9124,0,38,233924,0
9122,0,-41,233925,0
9150,0,64,233930,0
9134,0,13,233931,0
9133,0,22,233932,0
9142,0,-9,233934,0
9121,0,48,233937,0
9121,0,141,233938,0
9121,0,73,233939,0
9129,0,100,233943,0
9147,0,-30,233951,0
9136,0,72,233953,0
9144,0,15,233954,0
9137,0,23,233957,0
9150,0,-54,233959,0
9137,0,41,233960,0
9133,0,7,233961,0
9123,0,87,233962,0
9150,0,-16,233965,0
9123,0,-3,233967,0
9133,0,46,233968,0
9141,0,11,233969,0
9142,0,7,233974,0
9130,0,9,233975,0
8542,0,309,282845,0
7469,0,12,233977,0
7472,0,42,233980,0
9151,0,4,233982,0
7480,0,41,233986,0
8958,0,368,284103,0
8126,0,285,281539,0
8958,0,308,284102,0
7294,0,50,233993,0
8958,0,286,284101,0
8958,0,283,284100,0
7294,0,56,233997,0
7294,0,17,233998,0
7294,0,16,233999,0
7461,0,67,234002,0
9129,0,42,234004,0
7294,0,40,234007,0
7294,0,37,234008,0
8126,0,291,281538,0
8542,0,261,282844,0
9130,0,267,284099,0
8958,0,309,284098,0
8126,0,323,281537,0
9125,0,4,234021,0
8542,0,297,282843,0
8958,0,285,284097,0
8958,0,324,284096,0
7294,0,35,234029,0
9139,0,77,234032,0
9137,0,-23,234033,0
8723,0,72,234035,0
9128,0,-27,234036,0
9142,0,31,234037,0
9138,0,29,234039,0
9150,0,24,234044,0
9138,0,46,234045,0
9150,0,38,234047,0
9138,0,12,234048,0
9150,0,11,234049,0
9135,0,20,234051,0
9121,0,-19,234054,0
9136,0,30,234057,0
9140,0,93,234060,0
9135,0,-26,234062,0
9126,0,15,234063,0
9129,0,114,234066,0
9140,0,35,234067,0
8507,0,-7,234070,0
9137,0,-2,234072,0
9150,0,21,234073,0
9150,0,34,234074,0
9122,0,6,234076,0
9126,0,51,234078,0
8899,0,44,234079,0
9144,0,127,234087,0
9137,0,17,234093,0
9145,0,25,234095,0
9144,0,70,234096,0
9123,0,20,234100,0
9123,0,-4,234101,0
9134,0,22,234102,0
9124,0,6,234106,0
9124,0,2,234107,0
9138,0,113,234108,0
9142,0,60,234111,0
9148,0,-28,234114,0
9135,0,-4,234121,0
9126,0,74,234122,0
9124,0,7,234128,0
9149,0,73,234129,0
9129,0,-78,234130,0
9139,0,0,234139,0
9134,0,83,234142,0
9125,0,52,234143,0
9149,0,-66,234147,0
9144,0,12,234151,0
9148,0,-1,234152,0
9139,0,80,234153,0
9132,0,26,234154,0
9140,0,5,234156,0
9147,0,-76,234158,0
9129,0,44,234159,0
9143,0,38,234161,0
9150,0,17,234162,0
9123,0,16,234163,0
8707,0,-13,234164,0
9121,0,74,234167,0
9146,0,30,234171,0
9123,0,-3,234172,0
9144,0,38,234177,0
9145,0,47,234178,0
9144,0,42,234184,0
9148,0,32,234195,0
8919,0,70,234196,0
9149,0,39,234198,0
9149,0,99,234203,0
9130,0,75,234207,0
9139,0,52,234208,0
9126,0,-28,234212,0
8509,0,-21,234213,0
9125,0,55,234223,0
9130,0,33,234225,0
9128,0,70,234226,0
9136,0,15,234231,0
9138,0,11,234233,0
9129,0,28,234236,0
9127,0,-37,234239,0
9142,0,83,234247,0
9142,0,87,234249,0
9142,0,72,234252,0
9126,0,106,234256,0
9124,0,21,234259,0
9131,0,-49,234264,0
8497,0,43,234278,0
8497,0,-18,234279,0
8486,0,-13,234281,0
9137,0,25,234282,0
7294,0,27,234283,0
9150,0,-39,234284,0
9145,0,-23,234286,0
9130,0,30,234288,0
9130,0,99,234290,0
8958,0,293,284442,0
9130,0,25,234294,0
9130,0,-2,234295,0
9130,0,28,234297,0
8492,0,-3,234298,0
9127,0,77,234317,0
9124,0,23,234319,0
9151,0,3,234324,0
9140,0,-44,234331,0
9137,0,88,234333,0
9123,0,-22,234350,0
9122,0,-11,234352,0
9149,0,98,234355,0
9127,0,261,234365,0
9142,0,92,234369,0
9132,0,27,234371,0
9126,0,0,234375,0
9125,0,-6,234377,0
9140,0,80,234378,0
8094,0,45,234380,0
8904,0,67,234381,0
9150,0,36,234382,0
9128,0,10,234383,0
9128,0,32,234385,0
8094,0,43,234387,0
8904,0,50,234388,0
9135,0,38,234393,0
9128,0,33,234399,0
9125,0,-71,234400,0
9124,0,54,234407,0
8714,0,25,234412,0
8504,0,-10,234413,0
9144,0,40,234414,0
8710,0,47,234416,0
8728,0,-30,234417,0
8483,0,38,234418,0
9121,0,73,234426,0
9127,0,96,234437,0
7885,0,17,234453,0
9138,0,0,234457,0
9134,0,295,284021,0
8958,0,270,283978,0
8914,0,-38,234463,0
9137,0,-19,234465,0
9128,0,13,234468,0
9141,0,-23,234471,0
9141,0,-18,234473,0
9141,0,-83,234474,0
8925,0,-18,234480,0
9143,0,230,283496,0
8542,0,285,282346,0
9149,0,-18,234488,0
8903,0,-28,234489,0
9129,0,-36,234496,0
9151,0,-49,234497,0
9140,0,21,234502,0
8728,0,-67,234507,0
9144,0,48,234508,0
8542,0,272,283117,0
9139,0,-9,234510,0
9139,0,0,234511,0
9138,0,-11,234512,0
9134,0,-13,234514,0
9139,0,42,234515,0
9143,0,-12,234521,0
9140,0,-33,234522,0
9135,0,125,234525,0
9146,0,-3,234534,0
9151,0,0,234535,0
9151,0,5,234536,0
9130,0,-7,234537,0
9151,0,29,234538,0
9137,0,-5,234539,0
9141,0,-7,234542,0
9140,0,-22,234556,0
9137,0,-2,234566,0
9140,0,83,234574,0
9121,0,-8,234578,0
9138,0,40,234579,0
9143,0,-29,234580,0
9121,0,11,234586,0
9121,0,-5,234589,0
9137,0,147,234604,0
9135,0,44,234612,0
9139,0,-15,234615,0
9142,0,5,234618,0
8497,0,-25,234619,0
9143,0,-9,234620,0
8070,0,13,234621,0
9139,0,5,234622,0
9139,0,4,234624,0
9149,0,47,234629,0
9140,0,40,234631,0
9134,0,-30,234636,0
8730,0,-25,234637,0
9128,0,32,234640,0
9128,0,-29,234642,0
9147,0,-16,234643,0
9124,0,60,234644,0
9133,0,-31,234645,0
9131,0,-1,234646,0
8075,0,23,234648,0
8907,0,35,234649,0
9125,0,-2,234650,0
8907,0,24,234651,0
9131,0,-10,234653,0
9131,0,7,234654,0
9143,0,-23,234658,0
9143,0,-38,234659,0
9129,0,49,234666,0
9121,0,-2,234667,0
9144,0,105,234668,0
9149,0,-17,234672,0
9126,0,12,234674,0
9126,0,21,234675,0
9135,0,-24,234677,0
9143,0,73,234678,0
9144,0,65,234679,0
9123,0,18,234683,0
9122,0,-60,234686,0
9123,0,-17,234687,0
9123,0,15,234688,0
9138,0,119,234691,0
8511,0,-32,234692,0
8296,0,19,234698,0
9130,0,15,234704,0
9145,0,35,234706,0
9136,0,34,234710,0
9141,0,49,234711,0
8727,0,5,234712,0
9137,0,28,234716,0
9132,0,16,234722,0
9133,0,78,234725,0
9141,0,32,234727,0
9144,0,38,234728,0
8920,0,89,234730,0
7887,0,19,234731,0
9144,0,2,234735,0
9148,0,3,234740,0
9123,0,-26,234742,0
9123,0,62,234743,0
9135,0,53,234747,0
9128,0,-10,234748,0
9125,0,48,234749,0
9124,0,-25,234750,0
8908,0,38,234752,0
9132,0,-30,234753,0
9128,0,-16,234755,0
9140,0,7,234760,0
8723,0,-22,234762,0
9123,0,-13,234763,0
9150,0,-4,234764,0
9136,0,26,234769,0
9145,0,9,234770,0
9136,0,7,234772,0
8911,0,52,234774,0
8904,0,7,234775,0
8714,0,-31,234776,0
9126,0,-26,234777,0
9134,0,4,234779,0
9124,0,32,234781,0
9131,0,-10,234785,0
9134,0,-45,234787,0
9128,0,37,234788,0
9134,0,42,234789,0
9134,0,60,234790,0
9132,0,127,234795,0
9132,0,60,234799,0
9140,0,0,234807,0
9142,0,80,234812,0
9130,0,-37,234814,0
9130,0,46,234815,0
9121,0,12,234816,0
9150,0,4,234817,0
9150,0,3,234818,0
9133,0,36,234822,0
9132,0,18,234824,0
9137,0,-21,234825,0
9136,0,28,234826,0
9140,0,32,234827,0
9126,0,-39,234830,0
9126,0,28,234831,0
9147,0,4,234832,0
9135,0,-17,234833,0
8510,0,50,234834,0
9131,0,51,234835,0
9149,0,13,234836,0
9150,0,10,234837,0
8727,0,187,282760,0
8092,0,38,234840,0
9126,0,-21,234842,0
9126,0,85,234843,0
9121,0,22,234846,0
9150,0,16,234847,0
7651,0,33,234853,0
8733,0,-18,234854,0
9149,0,37,234857,0
9131,0,-4,234858,0
9141,0,2,234860,0
9141,0,23,234861,0
9134,0,-25,234864,0
9125,0,56,234867,0
9144,0,22,234868,0
9144,0,-8,234870,0
8910,0,-31,234873,0
9125,0,-14,234874,0
8901,0,12,234875,0
9132,0,-39,234877,0
9142,0,48,234881,0
9130,0,-1,234882,0
9136,0,-7,234886,0
9150,0,71,234889,0
9123,0,-42,234890,0
9150,0,-14,234891,0
9130,0,-1,234893,0
9139,0,-3,234894,0
9135,0,0,234896,0
9146,0,11,234898,0
9150,0,-64,234901,0
9143,0,72,234904,0
9125,0,50,234906,0
9127,0,53,234910,0
9131,0,-56,234911,0
8899,0,-25,234912,0
8706,0,-50,234913,0
9125,0,24,234914,0
7294,0,35,234915,0
9130,0,0,234918,0
8902,0,-13,234921,0
9123,0,-9,234922,0
9128,0,-28,234924,0
9144,0,152,234925,0
9136,0,-49,234927,0
9137,0,12,234930,0
8302,0,52,234933,0
9128,0,6,234935,0
9151,0,-21,234938,0
9138,0,7,234939,0
9125,0,-32,234942,0
9144,0,16,234943,0
9147,0,29,234945,0
9150,0,77,234948,0
9128,0,0,234949,0
9128,0,66,234950,0
9143,0,-18,234957,0
8542,0,350,282906,0
9138,0,-19,234967,0
8958,0,308,283604,0
8506,0,-40,234972,0
9132,0,8,234974,0
9132,0,49,234975,0
9151,0,-16,234976,0
9142,0,-16,234980,0
9135,0,-4,234982,0
9146,0,8,234983,0
9150,0,39,234985,0
9122,0,116,234986,0
9122,0,31,234987,0
9136,0,22,234988,0
9142,0,-13,234989,0
9127,0,2,234992,0
9127,0,24,234993,0
9148,0,-17,234994,0
9136,0,89,234997,0
9126,0,46,235002,0
9136,0,22,235005,0
8706,0,0,235006,0
9149,0,-48,235008,0
9122,0,-1,235010,0
9151,0,-3,235011,0
9144,0,-53,235018,0
9128,0,32,235022,0
9147,0,67,235024,0
9147,0,-20,235027,0
9132,0,102,235029,0
9133,0,107,235036,0
9133,0,48,235037,0
9147,0,82,235038,0
9147,0,32,235039,0
9135,0,-1,235041,0
8958,0,333,283603,0
9150,0,101,235043,0
8913,0,-20,235047,0
9137,0,34,235049,0
9123,0,48,235051,0
9136,0,73,235054,0
9144,0,-25,235056,0
9121,0,-7,235058,0
9121,0,-25,235061,0
9132,0,39,235066,0
8481,0,-35,235072,0
9137,0,1,235073,0
9124,0,-13,235076,0
9133,0,18,235088,0
8488,0,20,235089,0
8725,0,52,235093,0
9121,0,3,235094,0
9131,0,20,235095,0
9121,0,12,235096,0
9132,0,-16,235097,0
9132,0,-17,235098,0
9150,0,-2,235103,0
9123,0,-24,235119,0
9142,0,-45,235121,0
9123,0,-54,235124,0
9125,0,30,235125,0
9136,0,-16,235126,0
9134,0,-10,235127,0
9141,0,17,235128,0
8910,0,-14,235133,0
9151,0,59,235134,0
8715,0,51,235135,0
9145,0,-16,235138,0
9145,0,63,235140,0
9141,0,2,235141,0
9124,0,12,235142,0
9151,0,58,235147,0
9151,0,66,235148,0
8510,0,14,235151,0
9141,0,24,235154,0
9143,0,21,235155,0
9134,8392,58,235161,57
9121,0,-28,235162,0
7294,0,36,235163,0
9134,0,-1,235164,0
9135,0,44,235167,0
9131,0,31,235169,0
9132,0,84,235173,0
9136,0,4,235176,0
9134,0,8,235177,0
9130,0,-22,235180,0
9122,0,66,235183,0
8906,0,10,235186,0
9129,0,104,235195,0
9133,0,11,235199,0
9142,0,7,235201,0
9133,0,-3,235202,0
9131,0,37,235203,0
9144,0,-18,235205,0
9148,0,-14,235207,0
9124,0,-7,235209,0
8721,0,-13,235210,0
9147,0,115,235212,0
9141,0,-7,235213,0
9123,0,19,235215,0
9132,0,-16,235216,0
9132,0,14,235218,0
9144,0,101,235222,0
9124,0,47,235223,0
9123,0,83,235224,0
9138,0,2,235225,0
9130,0,-44,235226,0
9125,0,49,235228,0
9133,0,-2,235233,0
8734,0,-49,235234,0
8307,0,-36,235236,0
9131,0,-18,235237,0
9149,0,0,235239,0
9144,0,-18,235240,0
9149,0,174,235243,0
9149,0,7,235244,0
9147,0,23,235247,0
9149,0,26,235253,0
8912,0,48,235255,0
9135,0,91,235257,0
8311,0,16,235258,0
9137,0,90,235266,0
9122,0,32,235267,0
8493,0,-27,235272,0
9126,0,54,235274,0
9143,0,65,235278,0
8495,0,71,235280,0
9135,0,106,235283,0
9122,0,48,235288,0
9144,0,45,235290,0
9134,0,19,235293,0
9144,0,-10,235295,0
8493,0,-33,235296,0
9123,0,-3,235297,0
9125,0,22,235301,0
9136,0,60,235303,0
9121,0,-34,235306,0
9132,0,-65,235307,0
9123,0,-46,235312,0
8913,0,-15,235313,0
9130,0,0,235317,0
9151,0,-17,235320,0
9140,0,-5,235322,0
9140,0,95,235323,0
8713,0,32,235324,0
9129,0,69,235325,0
9131,0,-3,235328,0
9127,0,-8,235329,0
9134,0,-40,235332,0
8903,0,-6,235333,0
9144,0,19,235334,0
9144,0,45,235335,0
9131,0,7,235351,0
9131,0,-10,235352,0
9133,0,22,235353,0
9141,0,122,235355,0
9141,0,111,235360,0
9131,0,20,235361,0
9144,0,31,235365,0
9141,0,59,235368,0
8927,0,-69,235369,0
9130,0,-17,235373,0
8718,0,-23,235374,0
9133,0,-63,235375,0
9149,0,20,235378,0
9125,0,31,235379,0
9125,0,50,235380,0
9131,0,35,235381,0
9144,0,-42,235383,0
9146,0,31,235385,0
8296,0,13,235386,0
9147,0,19,235387,0
9130,0,58,235389,0
9132,0,-14,235397,0
9130,0,5,235398,0
8916,0,11,235401,0
9137,0,125,235405,0
9121,0,72,235407,0
9136,0,87,235410,0
9127,0,99,235416,0
9128,0,1,235419,0
9126,0,17,235420,0
9126,0,118,235421,0
8715,0,29,235423,0
9121,0,-10,235424,0
9128,0,52,235425,0
9149,0,-30,235426,0
9125,0,48,235428,0
9132,0,-1,235439,0
9140,0,82,235450,0
9131,0,137,235454,0
9123,0,83,235456,0
9142,0,25,235458,0
